INFO: Running with entropic power schedule (0xFF, 100).
INFO: Seed: 2050089571
INFO: Loaded 1 modules   (512 inline 8-bit counters): 512 [0x138050000, 0x138050200), 
INFO: Loaded 1 PC tables (512 PCs): 512 [0x11d000000,0x11d002000), 
INFO: -max_len is not provided; libFuzzer will not generate inputs larger than 4096 bytes
INFO: A corpus is not provided, starting from an empty corpus
#2	INITED exec/s: 2 rss: 261Mb
WARNING: no interesting inputs were found so far. Is the code instrumented for coverage?
This may also happen if the target rejected all inputs we tried so far
#4	pulse  corp: 1/1b lim: 4 exec/s: 2 rss: 289Mb
#8	pulse  corp: 1/1b lim: 4 exec/s: 2 rss: 289Mb
#16	pulse  corp: 1/1b lim: 4 exec/s: 2 rss: 289Mb
#4890	NEW    cov: 75 ft: 281 corp: 68/633b lim: 14 exec/s: 2 rss: 354Mb L: 13/14 MS: 2 ChangeBinInt-InsertByte-
#4932	NEW    cov: 75 ft: 286 corp: 69/645b lim: 14 exec/s: 2 rss: 354Mb L: 12/14 MS: 2 CopyPart-CopyPart-
#4963	NEW    cov: 75 ft: 287 corp: 70/657b lim: 14 exec/s: 2 rss: 354Mb L: 12/14 MS: 1 ShuffleBytes-
#5055	NEW    cov: 78 ft: 290 corp: 71/670b lim: 14 exec/s: 2 rss: 354Mb L: 13/14 MS: 2 PersAutoDict-PersAutoDict- DE: "\001\000"-"\001\000"-
#5301	NEW    cov: 78 ft: 291 corp: 72/684b lim: 14 exec/s: 2 rss: 354Mb L: 14/14 MS: 1 CrossOver-
#5477	NEW    cov: 78 ft: 292 corp: 73/697b lim: 14 exec/s: 2 rss: 354Mb L: 13/14 MS: 1 CrossOver-
#5508	NEW    cov: 78 ft: 293 corp: 74/711b lim: 14 exec/s: 2 rss: 354Mb L: 14/14 MS: 1 CMP- DE: "\377\377"-
#5525	NEW    cov: 78 ft: 296 corp: 75/725b lim: 14 exec/s: 2 rss: 354Mb L: 14/14 MS: 2 CopyPart-ChangeByte-
#5566	REDUCE cov: 78 ft: 296 corp: 75/723b lim: 14 exec/s: 2 rss: 354Mb L: 10/14 MS: 1 EraseBytes-
#5739	NEW    cov: 78 ft: 303 corp: 76/737b lim: 14 exec/s: 2 rss: 354Mb L: 14/14 MS: 3 CopyPart-CrossOver-ShuffleBytes-
#5810	NEW    cov: 83 ft: 308 corp: 77/750b lim: 14 exec/s: 2 rss: 354Mb L: 13/14 MS: 1 ChangeByte-
#6121	NEW    cov: 83 ft: 309 corp: 78/763b lim: 17 exec/s: 2 rss: 358Mb L: 13/14 MS: 1 InsertByte-
#6172	NEW    cov: 83 ft: 310 corp: 79/777b lim: 17 exec/s: 2 rss: 358Mb L: 14/14 MS: 1 InsertRepeatedBytes-
#6221	NEW    cov: 83 ft: 311 corp: 80/794b lim: 17 exec/s: 2 rss: 358Mb L: 17/17 MS: 4 PersAutoDict-CrossOver-CrossOver-CopyPart- DE: "\001\000"-
#6278	NEW    cov: 83 ft: 312 corp: 81/811b lim: 17 exec/s: 2 rss: 358Mb L: 17/17 MS: 2 CopyPart-CMP- DE: "\377\377\377\377"-
#6286	NEW    cov: 83 ft: 315 corp: 82/828b lim: 17 exec/s: 2 rss: 358Mb L: 17/17 MS: 3 ChangeBit-ShuffleBytes-InsertRepeatedBytes-
#6293	NEW    cov: 83 ft: 318 corp: 83/845b lim: 17 exec/s: 2 rss: 358Mb L: 17/17 MS: 2 CrossOver-ChangeBinInt-
#6294	REDUCE cov: 83 ft: 318 corp: 83/844b lim: 17 exec/s: 2 rss: 358Mb L: 16/17 MS: 1 EraseBytes-
#6296	NEW    cov: 83 ft: 322 corp: 84/861b lim: 17 exec/s: 2 rss: 358Mb L: 17/17 MS: 2 CopyPart-CrossOver-
#6309	NEW    cov: 83 ft: 325 corp: 85/876b lim: 17 exec/s: 2 rss: 358Mb L: 15/17 MS: 3 CMP-PersAutoDict-CopyPart- DE: "\001\000\000\000"-"\377\377"-
#6392	NEW    cov: 83 ft: 326 corp: 86/892b lim: 17 exec/s: 2 rss: 358Mb L: 16/17 MS: 3 ChangeByte-EraseBytes-CopyPart-
#6476	NEW    cov: 83 ft: 329 corp: 87/909b lim: 17 exec/s: 2 rss: 358Mb L: 17/17 MS: 4 InsertByte-InsertByte-ChangeByte-InsertByte-
#6480	NEW    cov: 83 ft: 330 corp: 88/923b lim: 17 exec/s: 2 rss: 358Mb L: 14/17 MS: 4 CopyPart-CopyPart-EraseBytes-CrossOver-
#6921	NEW    cov: 83 ft: 339 corp: 89/940b lim: 21 exec/s: 2 rss: 362Mb L: 17/17 MS: 1 InsertRepeatedBytes-
#6982	NEW    cov: 83 ft: 344 corp: 90/957b lim: 21 exec/s: 2 rss: 362Mb L: 17/17 MS: 1 ChangeBit-
#6990	NEW    cov: 83 ft: 345 corp: 91/978b lim: 21 exec/s: 2 rss: 362Mb L: 21/21 MS: 3 CopyPart-ShuffleBytes-CopyPart-
#6992	REDUCE cov: 83 ft: 345 corp: 91/977b lim: 21 exec/s: 2 rss: 362Mb L: 13/21 MS: 2 CrossOver-EraseBytes-
#7020	NEW    cov: 83 ft: 348 corp: 92/992b lim: 21 exec/s: 2 rss: 362Mb L: 15/21 MS: 3 CrossOver-ShuffleBytes-EraseBytes-
#7144	NEW    cov: 83 ft: 353 corp: 93/1010b lim: 21 exec/s: 2 rss: 362Mb L: 18/21 MS: 4 EraseBytes-InsertRepeatedBytes-ChangeBit-CopyPart-
#7155	NEW    cov: 86 ft: 356 corp: 94/1031b lim: 21 exec/s: 2 rss: 362Mb L: 21/21 MS: 1 InsertRepeatedBytes-
